1,-1,111000111101111000111111	,10111111011000111101111000111111	,0,-1,101100100010011011100101	,00111111001100100010011011100101	
0,-5,101101000000101100110100	,00111101001101000000101100110100	,1,-1,111010110000101010000000	,10111111011010110000101010000000	
0,-2,101010001100101010000001	,00111110101010001100101010000001	,0,-1,100100010011011101011100	,00111111000100010011011101011100	
0,-1,100101111110100110000101	,00111111000101111110100110000101	,0,-2,111011001000100110110000	,00111110111011001000100110110000	
1,-6,101101000000101100110100	,10111100101101000000101100110100	,1,-4,111110111000001000111100	,10111101111110111000001000111100	
0,-6,101101000000101100110100	,00111100101101000000101100110100	,1,-3,110100011001011100011100	,10111110010100011001011100011100	
0,-2,111101111000111101101000	,00111110111101111000111101101000	,1,-4,101100111010011000000100	,10111101101100111010011000000100	
0,-1,111001101010111001101100	,00111111011001101010111001101100	,1,-1,110100110001011001101110	,10111111010100110001011001101110	
0,-3,111000010000111000000010	,00111110011000010000111000000010	,1,-2,111011001000100110110000	,10111110111011001000100110110000	
1,-1,101111110100101111111000	,10111111001111110100101111111000	,0,-4,100000111011110111011111	,00111101100000111011110111011111	
0,-1,111000111101111000111111	,00111111011000111101111000111111	,1,-2,110101001001010110111111	,10111110110101001001010110111111	
0,-4,100001110000100001100111	,00111101100001110000100001100111	,1,-2,110110101001001011000100	,10111110110110101001001011000100	
0,-1,100011110111100011111110	,00111111000011110111100011111110	,0,-2,110101001001010110111111	,00111110110101001001010110111111	
1,0,100000000000000000000000	,10111111100000000000000000000000	,0,-2,101001001010110110011010	,00111110101001001010110110011010	
1,-2,100001110000100001100111	,10111110100001110000100001100111	,1,-3,101000011010111100111010	,10111110001000011010111100111010	
0,-1,100011001010100011010010	,00111111000011001010100011010010	,0,-1,111000100000111011111001	,00111111011000100000111011111001	
0,-1,101001011111101001100101	,00111111001001011111101001100101	,0,-1,110100000001011111101011	,00111111010100000001011111101011	
1,-2,101010001100101010000001	,10111110101010001100101010000001	,1,-3,100101011011010100110000	,10111110000101011011010100110000	
1,-2,111100011110111100001111	,10111110111100011110111100001111	,1,-1,110000010001111101110000	,10111111010000010001111101110000	
0,-1,100101010001100101011000	,00111111000101010001100101011000	,0,-2,110110101001001011000100	,00111110110110101001001011000100	
1,-1,101101000000101101000101	,10111111001101000000101101000101	,0,-4,100110111011000111110010	,00111101100110111011000111110010	
1,-7,101101000000101100110100	,10111100001101000000101100110100	,0,-1,100110100011001011100011	,00111111000110100011001011100011	
0,-4,100111011000100111001110	,00111101100111011000100111001110	,0,-8,101111111010000010010100	,00111011101111111010000010010100	
0,-2,101110011010101110001110	,00111110101110011010101110001110	,0,-1,110100000001011111101011	,00111111010100000001011111101011	
1,-1,100110101011100110110010	,10111111000110101011100110110010	,0,-1,100110100011001011100011	,00111111000110100011001011100011	
1,-2,101101000000101100110100	,10111110101101000000101100110100	,1,-4,111110111000001000111100	,10111101111110111000001000111100	
0,-1,100001110000100001111000	,00111111000001110000100001111000	,1,-4,111000111000111000101001	,10111101111000111000111000101001	
0,-2,111111010010111111000010	,00111110111111010010111111000010	,0,-1,110111000001000111110100	,00111111010111000001000111110100	
1,-3,101111110100101111101000	,10111110001111110100101111101000	,1,-5,110101111001010010100110	,10111101010101111001010010100110	
1,-5,101101000000101100110100	,10111101001101000000101100110100	,1,-2,110010001001101110110110	,10111110110010001001101110110110	
1,-1,101001011111101001100101	,10111111001001011111101001100101	,0,-1,100110100011001011100011	,00111111000110100011001011100011	
0,-1,111000010000111000010010	,00111111011000010000111000010010	,1,-6,100011111011100001101111	,10111100100011111011100001101111	
1,-2,110010101000110010011011	,10111110110010101000110010011011	,1,-1,101110110010001001101100	,10111111001110110010001001101100	
0,-3,110101011100110101001110	,00111110010101011100110101001110	,0,-4,110010111001101000010111	,00111101110010111001101000010111	
0,-2,111011000100111010110101	,00111110111011000100111010110101	,0,-1,110111000001000111110100	,00111111010111000001000111110100	
1,-1,100111011000100111011111	,10111111000111011000100111011111	,1,-1,101000000010111111101000	,10111111001000000010111111101000	
0,-1,101100010011101100011000	,00111111001100010011101100011000	,0,-1,111010000000101111111110	,00111111011010000000101111111110	
1,-1,101000000101101000001011	,10111111001000000101101000001011	,1,-3,101011011010100101000011	,10111110001011011010100101000011	
1,-1,110000100001110000100101	,10111111010000100001110000100101	,1,-1,100000100011111011100001	,10111111000000100011111011100001	
0,-3,101111110100101111101000	,00111110001111110100101111101000	,1,-1,100001010011110101100100	,10111111000001010011110101100100	
0,-2,101111110100101111101000	,00111110101111110100101111101000	,0,-1,111001010000110101111011	,00111111011001010000110101111011	
1,-2,111100011110111100001111	,10111110111100011110111100001111	,0,-4,100110111011000111110010	,00111101100110111011000111110010	
0,-2,101000110010101000100111	,00111110101000110010101000100111	,0,-5,110101111001010010100110	,00111101010101111001010010100110	
0,-1,101110011010101110011111	,00111111001110011010101110011111	,0,-2,101100001010011110100100	,00111110101100001010011110100100	
0,-3,100100100100100100011010	,00111110000100100100100100011010	,1,-1,100011100011100011101011	,10111111000011100011100011101011	
1,-1,101011100110101011101100	,10111111001011100110101011101100	,0,-1,111010000000101111111110	,00111111011010000000101111111110	
0,-1,101111110100101111111000	,00111111001111110100101111111000	,0,-2,100001101011110010100101	,00111110100001101011110010100101	
0,-1,100011110111100011111110	,00111111000011110111100011111110	,1,-1,101011110010100001110011	,10111111001011110010100001110011	
0,-2,101011100110101011011011	,00111110101011100110101011011011	,1,-3,110111011001000100100101	,10111110010111011001000100100101	
0,-2,111001101010111001011011	,00111110111001101010111001011011	,0,-2,111110001000001110111010	,00111110111110001000001110111010	
1,-1,100110101011100110110010	,10111111000110101011100110110010	,0,-1,101110000010001111101001	,00111111001110000010001111101001	
0,-1,101000000101101000001011	,00111111001000000101101000001011	,0,-1,110111110001000001110111	,00111111010111110001000001110111	
1,-1,100100100100100100101011	,10111111000100100100100100101011	,0,-3,100010011011101100100111	,00111110000010011011101100100111	
0,-3,100111011000100111001110	,00111110000111011000100111001110	,1,-3,110001011001110100010010	,10111110010001011001110100010010	
1,-1,111000010000111000010010	,10111111011000010000111000010010	,0,-1,101100100010011011100101	,00111111001100100010011011100101	
1,-1,101001011111101001100101	,10111111001001011111101001100101	,1,-3,101011011010100101000011	,10111110001011011010100101000011	
0,-2,101011100110101011011011	,00111110101011100110101011011011	,0,-1,101000000010111111101000	,00111111001000000010111111101000	
0,-4,111000010000111000000010	,00111101111000010000111000000010	,1,-2,101111001010000110101101	,10111110101111001010000110101101	
0,-1,110100101111110100110010	,00111111010100101111110100110010	,1,-2,100110001011001110110011	,10111110100110001011001110110011	
0,-3,101101000000101100110100	,00111110001101000000101100110100	,1,-2,101111001010000110101101	,10111110101111001010000110101101	
0,-3,111011000100111010110101	,00111110011011000100111010110101	,0,-2,100000001011111110100000	,00111110100000001011111110100000	
1,-3,111101111000111101101000	,10111110011101111000111101101000	,1,-1,101000000010111111101000	,10111111001000000010111111101000	
1,-4,100001110000100001100111	,10111101100001110000100001100111	,0,-1,100111010011000101100101	,00111111000111010011000101100101	
1,-1,111010010111111010011001	,10111111011010010111111010011001	,0,-1,100000100011111011100001	,00111111000000100011111011100001	
0,-2,101000110010101000100111	,00111110101000110010101000100111	,0,-2,111111101000000010111110	,00111110111111101000000010111110	
0,-2,101000110010101000100111	,00111110101000110010101000100111	,0,-1,100010000011101111100110	,00111111000010000011101111100110	
0,-2,101010001100101010000001	,00111110101010001100101010000001	,0,-1,110111110001000001110111	,00111111010111110001000001110111	
1,-1,110101011100110101011111	,10111111010101011100110101011111	,0,-2,111001101000110010101100	,00111110111001101000110010101100	
0,-2,100111011000100111001110	,00111110100111011000100111001110	,1,-1,100111010011000101100101	,10111111000111010011000101100101	
1,-2,111100011110111100001111	,10111110111100011110111100001111	,1,-1,100101110011010001100001	,10111111000101110011010001100001	
1,-1,101001011111101001100101	,10111111001001011111101001100101	,0,-1,111101000000010111110110	,00111111011101000000010111110110	
1,-1,110011010101110011011001	,10111111010011010101110011011001	,1,-1,101010010010101101101111	,10111111001010010010101101101111	
0,-1,100001000011100001001011	,00111111000001000011100001001011	,0,-1,100000100011111011100001	,00111111000000100011111011100001	
1,-2,101110011010101110001110	,10111110101110011010101110001110	,0,-5,101001111010110010000001	,00111101001001111010110010000001	
1,-1,111101001011111101001100	,10111111011101001011111101001100	,0,-1,101001100010110011101100	,00111111001001100010110011101100	
0,-1,101111110100101111111000	,00111111001111110100101111111000	,1,-1,111111010000000101111101	,10111111011111010000000101111101	
1,-2,111100011110111100001111	,10111110111100011110111100001111	,1,-8,101111111010000010010100	,10111011101111111010000010010100	
1,-3,110010101000110010011011	,10111110010010101000110010011011	,1,-6,100011111011100001101111	,10111100100011111011100001101111	
0,-4,101101000000101100110100	,00111101101101000000101100110100	,1,-1,101011000010100111110001	,10111111001011000010100111110001	
0,-1,110110110110110110111001	,00111111010110110110110110111001	,0,-1,110001110001110001110101	,00111111010001110001110001110101	
1,-1,110101011100110101011111	,10111111010101011100110101011111	,1,-2,111111101000000010111110	,10111110111111101000000010111110	
0,-1,100000010110100000011110	,00111111000000010110100000011110	,1,-1,110111000001000111110100	,10111111010111000001000111110100	
1,-1,100101010001100101011000	,10111111000101010001100101011000	,0,-1,101010010010101101101111	,00111111001010010010101101101111	
1,-1,101010111001101010111111	,10111111001010111001101010111111	,0,-1,101000110010111001101010	,00111111001000110010111001101010	
1,-2,101101000000101100110100	,10111110101101000000101100110100	,1,-4,110010111001101000010111	,10111101110010111001101000010111	
0,-5,100001110000100001100111	,00111101000001110000100001100111	,0,-2,111001101000110010101100	,00111110111001101000110010101100	
1,-1,110010101000110010101100	,10111111010010101000110010101100	,1,-2,111111101000000010111110	,10111110111111101000000010111110	
0,-1,111010010111111010011001	,00111111011010010111111010011001	,1,-2,110110101001001011000100	,10111110110110101001001011000100	
0,-1,110110001001110110001100	,00111111010110001001110110001100	,1,-1,110100110001011001101110	,10111111010100110001011001101110	
1,-1,100101010001100101011000	,10111111000101010001100101011000	,0,-3,110111011001000100100101	,00111110010111011001000100100101	
0,-2,100100100100100100011010	,00111110100100100100100100011010	,0,-3,110111011001000100100101	,00111110010111011001000100100101	
0,-1,100010011101100010100101	,00111111000010011101100010100101	,0,-2,110010001001101110110110	,00111110110010001001101110110110	
0,-3,111101111000111101101000	,00111110011101111000111101101000	,0,-1,100101000011010111011110	,00111111000101000011010111011110	
0,-3,100111011000100111001110	,00111110000111011000100111001110	,1,-4,101100111010011000000100	,10111101101100111010011000000100	
1,-7,101101000000101100110100	,10111100001101000000101100110100	,1,-4,100000111011110111011111	,10111101100000111011110111011111	
0,-2,100100100100100100011010	,00111110100100100100100100011010	,0,-4,111000111000111000101001	,00111101111000111000111000101001	
0,-1,110101011100110101011111	,00111111010101011100110101011111	,1,-1,100010000011101111100110	,10111111000010000011101111100110	
1,-1,110011010101110011011001	,10111111010011010101110011011001	,1,-3,100010011011101100100111	,10111110000010011011101100100111	
0,-6,101101000000101100110100	,00111100101101000000101100110100	,1,-2,110010001001101110110110	,10111110110010001001101110110110	
1,-6,101101000000101100110100	,10111100101101000000101100110100	,1,-4,111000111000111000101001	,10111101111000111000111000101001	
0,-5,100001110000100001100111	,00111101000001110000100001100111	,0,-2,100000001011111110100000	,00111110100000001011111110100000	
1,-1,110101011100110101011111	,10111111010101011100110101011111	,1,-2,110011101001100010111011	,10111110110011101001100010111011	
1,-1,100100100100100100101011	,10111111000100100100100100101011	,0,-3,110001011001110100010010	,00111110010001011001110100010010	
1,-1,101000110010101000111000	,10111111001000110010101000111000	,1,-3,101011011010100101000011	,10111110001011011010100101000011	
0,-2,100111011000100111001110	,00111110100111011000100111001110	,0,-1,101000000010111111101000	,00111111001000000010111111101000	
1,-2,100111011000100111001110	,10111110100111011000100111001110	,1,-4,100110111011000111110010	,10111101100110111011000111110010	
1,-2,101000110010101000100111	,10111110101000110010101000100111	,1,-3,101000011010111100111010	,10111110001000011010111100111010	
1,-2,100000010110100000001110	,10111110100000010110100000001110	,1,-2,100111101011000010110111	,10111110100111101011000010110111	
0,-2,111101111000111101101000	,00111110111101111000111101101000	,0,-1,111010000000101111111110	,00111111011010000000101111111110	
1,-2,110110110110110110101000	,10111110110110110110110110101000	,0,-4,111110111000001000111100	,00111101111110111000001000111100	
0,-1,110110110110110110111001	,00111111010110110110110110111001	,1,-1,100000100011111011100001	,10111111000000100011111011100001	
1,-4,100001110000100001100111	,10111101100001110000100001100111	,1,-1,100011100011100011101011	,10111111000011100011100011101011	
1,-1,100011001010100011010010	,10111111000011001010100011010010	,0,-3,111010011000101100101110	,00111110011010011000101100101110	
1,-2,110001001110110001000001	,10111110110001001110110001000001	,1,-1,101110110010001001101100	,10111111001110110010001001101100	
0,-1,110101011100110101011111	,00111111010101011100110101011111	,1,-1,110011010001100101111010	,10111111010011010001100101111010	
1,-2,101110011010101110001110	,10111110101110011010101110001110	,1,-1,110010100001101011110111	,10111111010010100001101011110111	
1,-2,111011000100111010110101	,10111110111011000100111010110101	,0,-1,101010010010101101101111	,00111111001010010010101101101111	
1,-2,100011001010100011000001	,10111110100011001010100011000001	,1,-2,101010101010101010011111	,10111110101010101010101010011111	
1,-2,100011001010100011000001	,10111110100011001010100011000001	,1,-2,100000001011111110100000	,10111110100000001011111110100000	
0,-1,110000100001110000100101	,00111111010000100001110000100101	,0,-1,110100110001011001101110	,00111111010100110001011001101110	
0,-1,110100000010110100000101	,00111111010100000010110100000101	,0,-1,111001010000110101111011	,00111111011001010000110101111011	
0,-3,101101000000101100110100	,00111110001101000000101100110100	,1,-1,111101110000010001111001	,10111111011101110000010001111001	
1,-1,100010011101100010100101	,10111111000010011101100010100101	,0,-2,100000001011111110100000	,00111110100000001011111110100000	
1,-5,100001110000100001100111	,10111101000001110000100001100111	,0,-1,100010000011101111100110	,00111111000010000011101111100110	
1,-1,100001000011100001001011	,10111111000001000011100001001011	,1,-4,100000111011110111011111	,10111101100000111011110111011111	
0,-5,111000010000111000000010	,00111101011000010000111000000010	,1,-1,101111100010000011101110	,10111111001111100010000011101110	
0,-4,100111011000100111001110	,00111101100111011000100111001110	,1,-2,100110001011001110110011	,10111110100110001011001110110011	
0,-1,101110011010101110011111	,00111111001110011010101110011111	,0,-2,110101001001010110111111	,00111110110101001001010110111111	
0,-6,101101000000101100110100	,00111100101101000000101100110100	,0,-5,110101111001010010100110	,00111101010101111001010010100110	
0,-1,110101011100110101011111	,00111111010101011100110101011111	,0,-2,101001001010110110011010	,00111110101001001010110110011010	
0,-1,110001111011110001111111	,00111111010001111011110001111111	,1,-1,101010010010101101101111	,10111111001010010010101101101111	
1,-4,110010101000110010011011	,10111101110010101000110010011011	,1,-1,101000000010111111101000	,10111111001000000010111111101000	
0,-1,100110101011100110110010	,00111111000110101011100110110010	,0,-1,111011100000100100000010	,00111111011011100000100100000010	
0,-2,101110011010101110001110	,00111110101110011010101110001110	,0,-1,100010000011101111100110	,00111111000010000011101111100110	
0,-3,111011000100111010110101	,00111110011011000100111010110101	,0,-3,101011011010100101000011	,00111110001011011010100101000011	
1,-2,110110110110110110101000	,10111110110110110110110110101000	,0,-1,100110100011001011100011	,00111111000110100011001011100011	
0,-2,100111011000100111001110	,00111110100111011000100111001110	,1,-1,100001010011110101100100	,10111111000001010011110101100100	
1,-5,101101000000101100110100	,10111101001101000000101100110100	,1,-1,111010110000101010000000	,10111111011010110000101010000000	
1,-3,111011000100111010110101	,10111110011011000100111010110101	,1,-1,101000110010111001101010	,10111111001000110010111001101010	
1,-2,100111011000100111001110	,10111110100111011000100111001110	,1,-1,100100010011011101011100	,10111111000100010011011101011100	
0,-1,110111100011110111100110	,00111111010111100011110111100110	,0,-3,101011011010100101000011	,00111110001011011010100101000011	
0,-1,110100101111110100110010	,00111111010100101111110100110010	,1,-4,111110111000001000111100	,10111101111110111000001000111100	
1,-1,101000000101101000001011	,10111111001000000101101000001011	,1,-4,101100111010011000000100	,10111101101100111010011000000100	
1,-1,110010101000110010101100	,10111111010010101000110010101100	,1,-1,100010110011101001101000	,10111111000010110011101001101000	
1,-2,101011100110101011011011	,10111110101011100110101011011011	,0,-4,101100111010011000000100	,00111101101100111010011000000100	
1,-4,110010101000110010011011	,10111101110010101000110010011011	,0,-5,101001111010110010000001	,00111101001001111010110010000001	
0,-6,101101000000101100110100	,00111100101101000000101100110100	,1,-2,110000101001111010110010	,10111110110000101001111010110010	
0,-1,110000100001110000100101	,00111111010000100001110000100101	,1,-3,100101011011010100110000	,10111110000101011011010100110000	
0,-1,111100011110111100011111	,00111111011100011110111100011111	,0,-1,101101010010010101100111	,00111111001101010010010101100111	
0,-3,101111110100101111101000	,00111110001111110100101111101000	,0,-2,110000101001111010110010	,00111110110000101001111010110010	
0,-2,111111010010111111000010	,00111110111111010010111111000010	,0,-1,101000110010111001101010	,00111111001000110010111001101010	
0,0,00000000000000000000000000000000	,00111111100000000000000000000000	,0,-2,110011101001100010111011	,00111110110011101001100010111011	
0,-4,101101000000101100110100	,00111101101101000000101100110100	,0,15,101010110011011100000000	,01000111001010110011011100000000	
0,-5,111000010000111000000010	,00111101011000010000111000000010	,0,-3,111101011000010100110111	,00111110011101011000010100110111	
1,-2,101111110100101111101000	,10111110101111110100101111101000	,1,-1,101000000010111111101000	,10111111001000000010111111101000	
0,-2,111111010010111111000010	,00111110111111010010111111000010	,1,-1,101111100010000011101110	,10111111001111100010000011101110	
1,-1,111001101010111001101100	,10111111011001101010111001101100	,0,0,100000000000000000000000	,00111111100000000000000000000000	
1,-1,100110101011100110110010	,10111111000110101011100110110010	,0,-1,110011010001100101111010	,00111111010011010001100101111010	
1,-2,100000010110100000001110	,10111110100000010110100000001110	,0,-2,100111101011000010110111	,00111110100111101011000010110111	
0,-1,101011100110101011101100	,00111111001011100110101011101100	,0,-2,101001001010110110011010	,00111110101001001010110110011010	
1,-2,100011001010100011000001	,10111110100011001010100011000001	,1,-1,110010100001101011110111	,10111111010010100001101011110111	
0,-2,110110110110110110101000	,00111110110110110110110110101000	,0,-1,101001100010110011101100	,00111111001001100010110011101100	
0,-3,110101011100110101001110	,00111110010101011100110101001110	,0,-2,100100101011011010101110	,00111110100100101011011010101110	
0,-3,100111011000100111001110	,00111110000111011000100111001110	,0,-1,101011000010100111110001	,00111111001011000010100111110001	
0,-2,111100011110111100001111	,00111110111100011110111100001111	,1,-4,101100111010011000000100	,10111101101100111010011000000100	
1,-1,100011110111100011111110	,10111111000011110111100011111110	,1,-5,101001111010110010000001	,10111101001001111010110010000001	
1,-3,100111011000100111001110	,10111110000111011000100111001110	,1,-1,101110110010001001101100	,10111111001110110010001001101100	
1,-2,111001101010111001011011	,10111110111001101010111001011011	,1,-5,101001111010110010000001	,10111101001001111010110010000001	
0,-2,100100100100100100011010	,00111110100100100100100100011010	,0,-2,100111101011000010110111	,00111110100111101011000010110111	
1,-5,100001110000100001100111	,10111101000001110000100001100111	,1,-2,101001001010110110011010	,10111110101001001010110110011010	
0,-3,111000010000111000000010	,00111110011000010000111000000010	,1,-1,110001110001110001110101	,10111111010001110001110001110101	
1,-2,110010101000110010011011	,10111110110010101000110010011011	,1,-1,101111100010000011101110	,10111111001111100010000011101110	
0,-1,111011110001111011110011	,00111111011011110001111011110011	,0,-1,100100010011011101011100	,00111111000100010011011101011100	
1,-4,111101111000111101101000	,10111101111101111000111101101000	,1,-2,101101101010010010101000	,10111110101101101010010010101000	
0,-1,101100010011101100011000	,00111111001100010011101100011000	,0,-2,101010101010101010011111	,00111110101010101010101010011111	
0,-3,100111011000100111001110	,00111110000111011000100111001110	,1,-2,101001001010110110011010	,10111110101001001010110110011010	
0,-4,111101111000111101101000	,00111101111101111000111101101000	,0,-2,100011001011100110101001	,00111110100011001011100110101001	
0,-1,110110110110110110111001	,00111111010110110110110110111001	,1,-1,110000010001111101110000	,10111111010000010001111101110000	
0,-1,110001001110110001010010	,00111111010001001110110001010010	,1,-1,100011100011100011101011	,10111111000011100011100011101011	
1,-1,101010111001101010111111	,10111111001010111001101010111111	,1,-2,100110001011001110110011	,10111110100110001011001110110011	
1,-1,101010001100101010010010	,10111111001010001100101010010010	,1,-4,100000111011110111011111	,10111101100000111011110111011111	
0,-1,101101000000101101000101	,00111111001101000000101101000101	,1,-1,110010100001101011110111	,10111111010010100001101011110111	
0,-1,110110110110110110111001	,00111111010110110110110110111001	,1,-1,110100000001011111101011	,10111111010100000001011111101011	
1,-2,101111110100101111101000	,10111110101111110100101111101000	,1,-4,100000111011110111011111	,10111101100000111011110111011111	
1,-2,100100100100100100011010	,10111110100100100100100100011010	,0,-2,110110101001001011000100	,00111110110110101001001011000100	
0,-4,101101000000101100110100	,00111101101101000000101100110100	,1,-2,111111101000000010111110	,10111110111111101000000010111110	
0,-2,101010001100101010000001	,00111110101010001100101010000001	,0,-3,100101011011010100110000	,00111110000101011011010100110000	
1,-2,110110110110110110101000	,10111110110110110110110110101000	,0,-2,110110101001001011000100	,00111110110110101001001011000100	
0,-5,100001110000100001100111	,00111101000001110000100001100111	,1,-1,101001100010110011101100	,10111111001001100010110011101100	
1,-1,101000000101101000001011	,10111111001000000101101000001011	,1,-2,111111101000000010111110	,10111110111111101000000010111110	
0,-1,110010101000110010101100	,00111111010010101000110010101100	,1,-3,110100011001011100011100	,10111110010100011001011100011100	
1,-1,110001001110110001010010	,10111111010001001110110001010010	,1,-2,111111101000000010111110	,10111110111111101000000010111110	
1,-1,100101111110100110000101	,10111111000101111110100110000101	,1,-1,101110110010001001101100	,10111111001110110010001001101100	
1,-1,100101010001100101011000	,10111111000101010001100101011000	,1,-1,110100110001011001101110	,10111111010100110001011001101110	
1,-4,100001110000100001100111	,10111101100001110000100001100111	,1,-1,101110000010001111101001	,10111111001110000010001111101001	
1,-1,100110101011100110110010	,10111111000110101011100110110010	,0,-3,100010011011101100100111	,00111110000010011011101100100111	
0,-2,101111110100101111101000	,00111110101111110100101111101000	,0,-5,110101111001010010100110	,00111101010101111001010010100110	
1,-1,101010001100101010010010	,10111111001010001100101010010010	,1,-1,100000100011111011100001	,10111111000000100011111011100001	
1,-1,101100010011101100011000	,10111111001100010011101100011000	,1,-1,110011010001100101111010	,10111111010011010001100101111010	
0,-2,110010101000110010011011	,00111110110010101000110010011011	,1,-1,100101000011010111011110	,10111111000101000011010111011110	
1,-1,111110100101111110100110	,10111111011110100101111110100110	,0,-3,101110011010001101001100	,00111110001110011010001101001100	
0,-2,101000110010101000100111	,00111110101000110010101000100111	,1,-1,101010010010101101101111	,10111111001010010010101101101111	
1,-2,110010101000110010011011	,10111110110010101000110010011011	,1,-2,101100001010011110100100	,10111110101100001010011110100100	
0,-1,110110110110110110111001	,00111111010110110110110110111001	,1,-3,101011011010100101000011	,10111110001011011010100101000011	
1,-2,101110011010101110001110	,10111110101110011010101110001110	,1,-6,100011111011100001101111	,10111100100011111011100001101111	
0,-1,110101011100110101011111	,00111111010101011100110101011111	,1,-1,111100010000011101110100	,10111111011100010000011101110100	
1,-2,101010001100101010000001	,10111110101010001100101010000001	,0,-1,100000100011111011100001	,00111111000000100011111011100001	
0,-1,110110110110110110111001	,00111111010110110110110110111001	,1,-1,101011110010100001110011	,10111111001011110010100001110011	
1,-7,101101000000101100110100	,10111100001101000000101100110100	,1,-1,101110000010001111101001	,10111111001110000010001111101001	
0,-3,101010001100101010000001	,00111110001010001100101010000001	,1,-1,111111010000000101111101	,10111111011111010000000101111101	
1,-1,100011110111100011111110	,10111111000011110111100011111110	,0,-8,101111111010000010010100	,00111011101111111010000010010100	
0,-1,101111110100101111111000	,00111111001111110100101111111000	,0,-3,101011011010100101000011	,00111110001011011010100101000011	
1,-4,110010101000110010011011	,10111101110010101000110010011011	,1,-1,110001110001110001110101	,10111111010001110001110001110101	
1,-1,101010001100101010010010	,10111111001010001100101010010010	,0,-3,100101011011010100110000	,00111110000101011011010100110000	
0,-1,101101000000101101000101	,00111111001101000000101101000101	,1,-1,110011010001100101111010	,10111111010011010001100101111010	
1,-1,100101111110100110000101	,10111111000101111110100110000101	,0,-1,100101110011010001100001	,00111111000101110011010001100001	
1,-1,100011110111100011111110	,10111111000011110111100011111110	,0,-1,101001100010110011101100	,00111111001001100010110011101100	
1,-5,100001110000100001100111	,10111101000001110000100001100111	,0,-2,101001001010110110011010	,00111110101001001010110110011010	
1,-1,110010101000110010101100	,10111111010010101000110010101100	,0,-5,110101111001010010100110	,00111101010101111001010010100110	
1,-4,101101000000101100110100	,10111101101101000000101100110100	,1,-1,111001010000110101111011	,10111111011001010000110101111011	
0,-1,110110110110110110111001	,00111111010110110110110110111001	,0,-1,110101100001010011110000	,00111111010101100001010011110000	
1,-1,100011001010100011010010	,10111111000011001010100011010010	,0,-1,110111000001000111110100	,00111111010111000001000111110100	
1,-1,101001011111101001100101	,10111111001001011111101001100101	,1,-2,110110101001001011000100	,10111110110110101001001011000100	
0,-1,100100100100100100101011	,00111111000100100100100100101011	,1,-1,110101100001010011110000	,10111111010101100001010011110000	
0,-1,110100000010110100000101	,00111111010100000010110100000101	,1,-1,111110100000001011111011	,10111111011110100000001011111011	
1,-3,111011000100111010110101	,10111110011011000100111010110101	,1,-3,100101011011010100110000	,10111110000101011011010100110000	
1,-1,100101111110100110000101	,10111111000101111110100110000101	,0,-2,100001101011110010100101	,00111110100001101011110010100101	
1,-1,110001111011110001111111	,10111111010001111011110001111111	,0,-4,100110111011000111110010	,00111101100110111011000111110010	
0,-1,110110001001110110001100	,00111111010110001001110110001100	,0,-2,101010101010101010011111	,00111110101010101010101010011111	
1,-5,100001110000100001100111	,10111101000001110000100001100111	,0,-2,110101001001010110111111	,00111110110101001001010110111111	
1,-1,110100101111110100110010	,10111111010100101111110100110010	,0,-1,100010000011101111100110	,00111111000010000011101111100110	
0,-6,101101000000101100110100	,00111100101101000000101100110100	,1,-2,111000001000111110100111	,10111110111000001000111110100111	
0,-1,111110100101111110100110	,00111111011110100101111110100110	,0,-1,101110110010001001101100	,00111111001110110010001001101100	
0,-4,111000010000111000000010	,00111101111000010000111000000010	,1,-1,101111100010000011101110	,10111111001111100010000011101110	
1,-2,101000110010101000100111	,10111110101000110010101000100111	,0,-2,110010001001101110110110	,00111110110010001001101110110110	
1,-1,110101011100110101011111	,10111111010101011100110101011111	,1,-3,110111011001000100100101	,10111110010111011001000100100101	
1,-2,111011000100111010110101	,10111110111011000100111010110101	,1,-1,101101010010010101100111	,10111111001101010010010101100111	
1,-4,100001110000100001100111	,10111101100001110000100001100111	,1,-4,100000111011110111011111	,10111101100000111011110111011111	
1,-1,101110011010101110011111	,10111111001110011010101110011111	,0,-4,100000111011110111011111	,00111101100000111011110111011111	
0,-2,110010101000110010011011	,00111110110010101000110010011011	,1,-2,111110001000001110111010	,10111110111110001000001110111010	
1,-1,100010011101100010100101	,10111111000010011101100010100101	,1,-5,110101111001010010100110	,10111101010101111001010010100110	
1,-2,111101111000111101101000	,10111110111101111000111101101000	,1,-1,110100000001011111101011	,10111111010100000001011111101011	
0,-1,111001101010111001101100	,00111111011001101010111001101100	,0,-1,101011110010100001110011	,00111111001011110010100001110011	
0,-1,110010101000110010101100	,00111111010010101000110010101100	,0,-4,110010111001101000010111	,00111101110010111001101000010111	
0,-2,100011001010100011000001	,00111110100011001010100011000001	,0,-2,100100101011011010101110	,00111110100100101011011010101110	
0,-1,111000111101111000111111	,00111111011000111101111000111111	,0,-1,110111110001000001110111	,00111111010111110001000001110111	
0,-1,110110110110110110111001	,00111111010110110110110110111001	,1,-3,111010011000101100101110	,10111110011010011000101100101110	
1,-1,101101101101101101110010	,10111111001101101101101101110010	,0,-8,101111111010000010010100	,00111011101111111010000010010100	
0,-2,100011001010100011000001	,00111110100011001010100011000001	,0,-3,111010011000101100101110	,00111110011010011000101100101110	
1,-1,101101000000101101000101	,10111111001101000000101101000101	,0,-1,110110010001001101110010	,00111111010110010001001101110010	
